2022-05-27 16:46:23.269808,2.02327
2022-05-27 16:46:24.269839,2.02229
2022-05-27 16:46:25.269821,2.02157
2022-05-27 16:46:26.269831,2.02205
2022-05-27 16:46:27.269834,2.02264
2022-05-27 16:46:28.269814,2.02234
2022-05-27 16:46:29.269838,2.02148
2022-05-27 16:46:30.269835,2.02212
2022-05-27 16:46:31.269836,2.02292
2022-05-27 16:46:32.269828,2.02264
2022-05-27 16:46:33.269837,2.02228
2022-05-27 16:46:34.269832,2.02287
2022-05-27 16:46:35.269845,2.02303
2022-05-27 16:46:36.269848,2.02255
2022-05-27 16:46:37.269839,2.02315
2022-05-27 16:46:38.270359,2.02344
2022-05-27 16:46:39.269855,2.02329
2022-05-27 16:46:40.269856,2.02285
2022-05-27 16:46:41.269858,2.02292
2022-05-27 16:46:42.269862,2.02263
2022-05-27 16:46:43.269854,2.02257
2022-05-27 16:46:44.269876,2.02339
2022-05-27 16:46:45.269870,2.02246
2022-05-27 16:46:46.269874,2.02201
2022-05-27 16:46:47.269868,2.02247
2022-05-27 16:46:48.269863,2.02184
2022-05-27 16:46:49.269883,2.02201
2022-05-27 16:46:50.269872,2.02143
2022-05-27 16:46:51.269880,2.02158
2022-05-27 16:46:52.269877,2.02208
2022-05-27 16:46:53.269879,2.02161
2022-05-27 16:46:54.269888,2.02248
2022-05-27 16:46:55.269897,2.02218
2022-05-27 16:46:56.269909,2.02197
2022-05-27 16:46:57.269895,2.02273
2022-05-27 16:46:58.269893,2.02213
2022-05-27 16:46:59.269917,2.02214
2022-05-27 16:47:00.269899,2.0221
2022-05-27 16:47:01.269903,2.02154
2022-05-27 16:47:02.269896,2.02131
2022-05-27 16:47:03.269905,2.02279
2022-05-27 16:47:04.269942,2.02378
2022-05-27 16:47:05.269934,2.02324
2022-05-27 16:47:06.269924,2.02248
2022-05-27 16:47:07.269937,2.02165
2022-05-27 16:47:08.269929,2.02191
2022-05-27 16:47:09.269942,2.02283
2022-05-27 16:47:10.269927,2.02298
2022-05-27 16:47:11.269941,2.02253
2022-05-27 16:47:12.269933,2.02285
2022-05-27 16:47:13.269951,2.02317
