timestamp,ADC,V,T,rH,aH,P,fanSpeed,CH4Ref,CH4,V0,Rs/R0,CH4LR,variance
2022-05-23 14:43:12.780061,29391,1.12118,11.6,91.4,0.00952,1002.2,0,5.102,4.631,1.12631,1.05274,4.606,0.5
2022-05-23 18:14:56.433841,30388,1.15921,12.0,89.0,0.00952,1001.9,0,25.259,18.193,1.12791,0.76853,18.199,7.06
2022-05-23 18:20:59.763515,30573,1.16627,12.0,88.7,0.00946,1001.9,0,30.117,21.793,1.12791,0.73039,21.808,8.31
2022-05-24 13:39:32.343811,28814,1.09917,6.0,38.2,0.00279,1005.0,0,3.488,-0.948,1.10704,1.10467,-0.986,4.47
2022-05-24 13:44:29.046502,28816,1.09924,5.9,38.6,0.00279,1005.1,0,3.715,-0.915,1.10676,1.09989,-0.952,4.67
2022-05-24 13:50:10.265174,28840,1.10016,6.1,38.5,0.00283,1005.1,0,4.057,-0.846,1.10732,1.09405,-0.883,4.94
2022-05-24 13:54:58.414805,28861,1.10096,6.1,38.5,0.00283,1005.0,0,4.517,-0.761,1.10732,1.08268,-0.798,5.32
2022-05-24 13:59:46.291133,28882,1.10176,6.2,38.8,0.00285,1005.0,0,4.968,-0.688,1.10761,1.07524,-0.725,5.69
2022-05-24 14:04:50.088561,28896,1.10229,6.0,39.1,0.00285,1005.0,0,5.58,-0.57,1.10704,1.06065,-0.606,6.19
2022-05-24 14:09:31.782250,28930,1.10359,6.1,39.2,0.00287,1005.1,0,6.211,-0.436,1.10732,1.0469,-0.472,6.68
2022-05-24 15:20:05.696988,28975,1.10531,5.9,76.0,0.00549,1005.3,0,3.593,2.081,1.10676,1.01778,2.051,1.54
2022-05-24 15:35:28.308313,29054,1.10832,5.8,83.8,0.00604,1005.2,0,4.509,3.343,1.10648,0.97813,3.316,1.19
2022-05-24 15:39:32.800468,29077,1.1092,5.7,82.4,0.0059,1005.3,0,5.048,3.499,1.1062,0.96477,3.472,1.58
2022-05-24 15:44:36.567721,29108,1.11038,5.8,84.5,0.00606,1005.3,0,5.443,3.896,1.10648,0.9548,3.869,1.57
