timestamp,ADC,V,T,rH,aH,P,fanSpeed,CH4Ref,CH4,V0,Rs/R0,CH4LR,variance
2022-05-23 13:32:04.081605,28930,1.10359,9.6,77.0,0.00709,1002.4,0,2.028,1.424,1.1187,1.18988,1.348,0.68
2022-05-23 13:42:34.307187,29078,1.10924,11.2,79.9,0.0081,1002.2,0,2.111,2.319,1.12473,1.18168,2.25,-0.14
2022-05-23 13:48:00.359697,29106,1.11031,11.3,77.8,0.00794,1002.2,0,2.204,2.667,1.12512,1.17157,2.601,-0.4
2022-05-23 13:52:52.027168,29128,1.11115,11.0,78.4,0.00786,1002.1,0,2.44,3.012,1.12395,1.14684,2.948,-0.51
2022-05-23 13:58:00.731416,29129,1.11118,10.6,76.8,0.0075,1002.2,0,2.655,3.267,1.12241,1.12883,3.206,-0.55
2022-05-23 14:02:08.064942,29123,1.11095,10.1,77.4,0.00735,1002.3,0,2.86,3.357,1.12053,1.11022,3.296,-0.44
2022-05-23 14:10:07.211461,29099,1.11004,9.1,80.1,0.00712,1002.2,0,3.032,3.298,1.11692,1.07997,3.236,-0.2
2022-05-23 14:14:12.054345,29116,1.11069,9.2,85.2,0.00764,1002.3,0,3.256,3.21,1.11727,1.07594,3.148,0.11
2022-05-23 14:19:39.053447,29171,1.11279,9.8,88.8,0.00822,1002.2,0,3.573,3.507,1.11943,1.07478,3.447,0.13
2022-05-23 14:24:05.136879,29216,1.1145,10.2,89.9,0.0086,1002.2,0,3.763,3.794,1.12091,1.07078,3.736,0.03
2022-05-23 14:29:43.939867,29271,1.1166,10.8,92.4,0.00914,1002.3,0,4.101,4.08,1.12318,1.07101,4.025,0.08
2022-05-23 14:34:23.006027,29334,1.119,11.2,94.0,0.00958,1002.2,0,4.522,4.535,1.12473,1.06027,4.483,0.04
2022-05-23 14:43:12.780061,29391,1.12118,11.6,91.4,0.00952,1002.2,0,5.102,5.21,1.12631,1.05274,5.163,-0.06
