timestamp,ADC,V,T,rH,aH,P,fanSpeed,CH4Ref,CH4,V0,Rs/R0,CH4LR,variance
2022-05-23 14:43:12.780061,29391,1.12118,11.6,91.4,0.00952,1002.2,0,5.102,4.605,1.12631,1.05274,4.58,0.52
2022-05-23 18:14:56.433841,30388,1.15921,12.0,89.0,0.00952,1001.9,0,25.259,18.262,1.12791,0.76853,18.268,6.99
2022-05-23 18:20:59.763515,30573,1.16627,12.0,88.7,0.00946,1001.9,0,30.117,21.879,1.12791,0.73039,21.893,8.22
2022-05-24 13:39:32.343811,28814,1.09917,6.0,38.2,0.00279,1005.0,0,3.488,-1.047,1.10704,1.10467,-1.084,4.57
2022-05-24 13:44:29.046502,28816,1.09924,5.9,38.6,0.00279,1005.1,0,3.715,-1.013,1.10676,1.09989,-1.05,4.76
2022-05-24 13:50:10.265174,28840,1.10016,6.1,38.5,0.00283,1005.1,0,4.057,-0.943,1.10732,1.09405,-0.98,5.04
2022-05-24 13:54:58.414805,28861,1.10096,6.1,38.5,0.00283,1005.0,0,4.517,-0.856,1.10732,1.08268,-0.893,5.41
2022-05-24 13:59:46.291133,28882,1.10176,6.2,38.8,0.00285,1005.0,0,4.968,-0.783,1.10761,1.07524,-0.819,5.79
2022-05-24 14:04:50.088561,28896,1.10229,6.0,39.1,0.00285,1005.0,0,5.58,-0.662,1.10704,1.06065,-0.698,6.28
2022-05-24 14:09:31.782250,28930,1.10359,6.1,39.2,0.00287,1005.1,0,6.211,-0.526,1.10732,1.0469,-0.562,6.77
2022-05-24 15:20:05.696988,28975,1.10531,5.9,76.0,0.00549,1005.3,0,3.593,2.022,1.10676,1.01778,1.992,1.6
2022-05-24 15:35:28.308313,29054,1.10832,5.8,83.8,0.00604,1005.2,0,4.509,3.298,1.10648,0.97813,3.271,1.24
2022-05-24 15:39:32.800468,29077,1.1092,5.7,82.4,0.0059,1005.3,0,5.048,3.456,1.1062,0.96477,3.429,1.62
2022-05-24 15:44:36.567721,29108,1.11038,5.8,84.5,0.00606,1005.3,0,5.443,3.856,1.10648,0.9548,3.83,1.61
2022-05-24 15:49:27.452387,29128,1.11115,5.5,83.6,0.00589,1005.3,0,6.047,4.117,1.10565,0.93689,4.092,1.96
2022-05-24 17:16:04.886962,29040,1.10779,6.3,97.0,0.00721,1005.5,0,2.836,3.881,1.1079,1.00132,3.855,-1.02
2022-05-24 17:21:06.588294,29057,1.10844,6.3,97.7,0.00728,1005.6,0,3.118,4.128,1.1079,0.99361,4.103,-0.98
2022-05-24 17:26:30.405123,29063,1.10867,6.2,98.3,0.00727,1005.6,0,3.276,4.268,1.10761,0.98749,4.243,-0.97
2022-05-24 18:01:09.889297,29242,1.11549,6.5,99.0,0.00744,1005.7,0,5.814,6.291,1.10849,0.92346,6.27,-0.46
2022-05-24 18:06:06.767894,29258,1.1161,6.4,99.6,0.00747,1005.6,0,6.107,6.644,1.10819,0.91414,6.625,-0.52
2022-05-24 18:11:50.488926,29279,1.11691,6.3,100.0,0.00743,1005.6,0,6.509,6.992,1.1079,0.90303,6.972,-0.46
2022-05-24 19:02:32.605229,29354,1.11977,6.6,98.8,0.00744,1005.7,0,7.412,7.68,1.10878,0.88529,7.662,-0.25
