timestamp,ADC,V,T,rH,aH,P,fanSpeed,CH4Ref,V0,Rs/R0,CH4,CH4LR,variance
2022-05-23 14:43:12.780061,29387,1.12103,11.6,92.5,0.00963,1002.2,0,5.102,1.12841,1.07606,4.418,4.416,0.69
2022-05-23 14:43:45.780130,29390,1.12114,11.6,92.0,0.00959,1002.2,0,5.099,1.12822,1.07293,4.49,4.488,0.61
2022-05-23 14:44:18.780228,29386,1.12099,11.6,91.4,0.00952,1002.2,0,5.097,1.1279,1.07124,4.495,4.493,0.6
2022-05-23 14:44:51.780369,29394,1.12129,11.6,91.0,0.00947,1002.1,0,5.098,1.12767,1.06556,4.644,4.642,0.46
2022-05-23 14:45:24.780377,29396,1.12137,11.6,90.3,0.0094,1002.2,0,5.095,1.12734,1.06135,4.732,4.73,0.36
2022-05-23 18:14:56.433841,30383,1.15902,12.0,89.2,0.00954,1001.9,0,25.259,1.12799,0.7702,23.205,23.205,2.05
2022-05-23 18:15:29.433914,30394,1.15944,12.0,88.7,0.0095,1001.9,0,25.245,1.12781,0.76644,23.563,23.564,1.68
2022-05-23 18:20:59.763515,30573,1.16627,12.0,88.7,0.00946,1001.9,0,30.117,1.12762,0.72834,28.331,28.332,1.78
2022-05-24 13:39:32.343811,28814,1.09917,6.0,38.2,0.00279,1005.0,0,3.488,1.09873,0.99412,1.919,1.917,1.57
2022-05-24 13:40:16.343903,28815,1.09921,6.1,38.1,0.00279,1005.1,0,3.49,1.09873,0.99359,1.928,1.925,1.57
2022-05-24 13:44:29.046502,28816,1.09924,5.9,38.5,0.00279,1005.1,0,3.715,1.09873,0.99319,1.95,1.948,1.77
2022-05-24 13:45:00.046555,28818,1.09932,5.9,38.6,0.00279,1005.1,0,3.715,1.09873,0.99214,1.979,1.977,1.74
2022-05-24 13:45:31.046650,28815,1.09921,5.9,38.6,0.00279,1005.1,0,3.715,1.09873,0.99359,1.94,1.937,1.78
2022-05-24 13:50:10.265174,28840,1.10016,6.1,38.5,0.00283,1005.1,0,4.057,1.09888,0.98325,2.249,2.247,1.81
2022-05-24 13:54:58.414805,28860,1.10092,6.1,38.5,0.00283,1005.0,0,4.517,1.09888,0.97353,2.53,2.528,1.99
2022-05-24 13:55:29.414880,28862,1.101,6.1,38.5,0.00283,1005.0,0,4.517,1.09888,0.97252,2.56,2.558,1.96
2022-05-24 13:59:46.291133,28881,1.10172,6.1,38.8,0.00285,1005.0,0,4.968,1.09896,0.96452,2.819,2.817,2.15
2022-05-24 14:00:23.291218,28884,1.10184,6.2,38.7,0.00285,1005.0,0,4.969,1.09896,0.96303,2.858,2.856,2.11
2022-05-24 14:04:50.088561,28896,1.10229,6.0,39.1,0.00285,1005.0,0,5.58,1.09896,0.9575,3.043,3.041,2.54
2022-05-24 14:05:25.088643,28896,1.10229,6.0,39.1,0.00285,1005.0,0,5.581,1.09896,0.9575,3.043,3.041,2.54
2022-05-24 14:09:31.782250,28930,1.10359,6.1,39.2,0.00287,1005.1,0,6.211,1.09904,0.94284,3.531,3.529,2.68
2022-05-24 14:10:15.782321,28929,1.10355,6.1,39.2,0.00287,1005.1,0,6.21,1.09904,0.94332,3.516,3.513,2.7
2022-05-24 15:20:05.696988,28975,1.10531,5.9,76.0,0.00549,1005.3,0,3.593,1.10985,1.05583,2.38,2.378,1.21
2022-05-24 15:35:28.308313,29054,1.10832,5.8,83.8,0.00604,1005.2,0,4.509,1.11223,1.04634,3.05,3.048,1.46
2022-05-24 15:39:32.800468,29078,1.10924,5.8,82.3,0.0059,1005.3,0,5.048,1.11162,1.02791,3.491,3.489,1.56
2022-05-24 15:40:02.800531,29076,1.10916,5.7,82.4,0.0059,1005.4,0,5.047,1.11162,1.02887,3.467,3.465,1.58
2022-05-24 15:40:32.800603,29077,1.1092,5.7,82.6,0.00591,1005.3,0,5.044,1.11166,1.0289,3.474,3.472,1.57
2022-05-24 15:44:36.567721,29107,1.11034,5.8,84.9,0.00609,1005.3,0,5.443,1.11244,1.02438,3.749,3.747,1.7
2022-05-24 15:45:18.567817,29109,1.11042,5.8,84.1,0.00604,1005.3,0,5.442,1.11223,1.02091,3.819,3.816,1.63
2022-05-24 15:49:27.452387,29125,1.11103,5.5,83.0,0.00586,1005.3,0,6.047,1.11145,1.00477,4.213,4.211,1.84
2022-05-24 15:49:58.452455,29128,1.11115,5.5,83.3,0.00588,1005.3,0,6.047,1.11153,1.00439,4.243,4.241,1.81
2022-05-24 15:50:29.452521,29129,1.11118,5.5,83.8,0.00589,1005.3,0,6.047,1.11158,1.00454,4.246,4.244,1.8
2022-05-24 15:51:00.452600,29130,1.11122,5.5,84.2,0.00592,1005.3,0,6.044,1.11171,1.00557,4.237,4.235,1.81
2022-05-24 17:16:04.886962,29040,1.10779,6.3,97.0,0.00721,1005.5,0,2.836,1.11738,1.1145,2.011,2.008,0.83
2022-05-24 17:21:06.588294,29057,1.10844,6.3,97.7,0.00728,1005.6,0,3.118,1.1177,1.10962,2.175,2.172,0.95
2022-05-24 17:26:30.405123,29063,1.10867,6.2,98.3,0.00727,1005.6,0,3.276,1.11765,1.10608,2.261,2.259,1.02
2022-05-24 18:01:09.889297,29242,1.11549,6.5,99.0,0.00744,1005.7,0,5.814,1.11841,1.03194,4.517,4.514,1.3
2022-05-24 18:06:06.767894,29258,1.1161,6.4,99.6,0.00747,1005.6,0,6.107,1.11855,1.02656,4.726,4.724,1.38
2022-05-24 18:11:50.488926,29279,1.11691,6.3,100.0,0.00743,1005.6,0,6.509,1.11837,1.01569,5.077,5.075,1.43
2022-05-24 19:02:32.605229,29356,1.11984,6.6,98.4,0.00744,1005.7,0,7.412,1.11841,0.9851,6.214,6.212,1.2
2022-05-24 19:03:16.605274,29353,1.11973,6.5,99.2,0.00745,1005.7,0,7.41,1.11846,0.9867,6.166,6.164,1.25
2022-05-24 19:08:13.204795,29407,1.12179,6.9,100.0,0.00773,1005.7,0,7.991,1.11971,0.97878,6.709,6.708,1.28
2022-05-24 19:08:52.204880,29413,1.12202,6.9,100.0,0.00775,1005.7,0,7.989,1.1198,0.9774,6.784,6.783,1.21
2022-05-24 19:09:31.204946,29411,1.12194,7.0,100.0,0.00778,1005.7,0,7.984,1.11994,0.97958,6.715,6.713,1.27
2022-05-24 19:13:19.524098,29440,1.12305,7.0,100.0,0.00776,1005.7,0,8.553,1.11985,0.96769,7.2,7.198,1.36
2022-05-24 19:13:53.524239,29443,1.12316,7.0,100.0,0.00778,1005.7,0,8.553,1.11994,0.96753,7.226,7.224,1.33
2022-05-24 19:14:27.524253,29440,1.12305,7.0,100.0,0.00778,1005.7,0,8.551,1.11994,0.9686,7.179,7.177,1.37
2022-05-24 19:19:01.723400,29447,1.12331,6.7,100.0,0.00762,1005.7,0,8.96,1.11922,0.95881,7.479,7.477,1.48
2022-05-24 19:24:12.051503,29471,1.12423,6.6,100.0,0.00757,1005.6,0,9.444,1.119,0.94777,7.939,7.938,1.51
2022-05-24 19:29:26.752552,29487,1.12484,6.5,100.0,0.00755,1005.6,0,9.984,1.11891,0.94115,8.238,8.237,1.75
2022-05-24 19:34:44.321688,29560,1.12762,6.6,100.0,0.00759,1005.7,0,11.306,1.11909,0.91763,9.451,9.45,1.86
2022-05-24 19:39:38.164407,29610,1.12953,6.8,100.0,0.00768,1005.7,0,12.121,1.11949,0.90486,10.228,10.226,1.89
2022-05-24 20:04:16.500840,29832,1.138,6.5,100.0,0.00754,1005.5,0,16.91,1.11886,0.83211,14.841,14.84,2.07
2022-05-24 20:09:01.909799,29859,1.13903,6.2,100.0,0.0074,1005.5,0,17.946,1.11823,0.8192,15.681,15.681,2.27
2022-05-24 20:14:04.481971,29907,1.14086,6.3,100.0,0.00744,1005.5,0,18.968,1.11841,0.80791,16.667,16.667,2.3
2022-05-24 20:19:21.258410,29933,1.14185,6.1,100.0,0.00732,1005.5,0,19.922,1.11788,0.79656,17.49,17.49,2.43
2022-05-24 21:19:54.059511,30664,1.16974,6.4,90.6,0.00678,1005.9,0,40.418,1.11547,0.62765,39.966,39.969,0.45
2022-05-24 21:20:27.059610,30658,1.16951,6.4,90.4,0.00675,1005.9,0,40.406,1.11534,0.62773,39.854,39.857,0.55
2022-05-24 21:27:20.710728,30926,1.17973,6.2,92.7,0.00686,1006.0,0,50.063,1.11583,0.58966,49.543,49.547,0.52
2022-05-24 21:27:53.710827,30910,1.17912,6.2,93.0,0.00685,1006.0,0,50.043,1.11578,0.5917,48.95,48.954,1.09
2022-05-24 21:28:26.710896,30905,1.17893,6.1,93.3,0.00686,1006.0,0,50.009,1.11583,0.59271,48.739,48.743,1.27
2022-05-24 21:33:36.671830,31333,1.19526,6.1,96.1,0.00706,1006.1,0,66.725,1.11672,0.54137,66.223,66.229,0.5
2022-05-24 21:34:20.671973,31326,1.19499,6.1,95.7,0.00702,1006.1,0,66.649,1.11654,0.54119,66.102,66.108,0.54
2022-05-24 21:39:26.029290,31415,1.19839,5.9,97.5,0.00705,1006.1,0,70.636,1.11667,0.5314,70.243,70.25,0.39
2022-05-24 21:39:58.029362,31412,1.19827,5.9,97.7,0.00706,1006.1,0,70.619,1.11672,0.53202,70.036,70.043,0.58
2022-05-24 21:45:07.673022,31573,1.20441,5.7,97.5,0.00698,1006.1,0,77.876,1.11636,0.51195,78.623,78.631,-0.75
2022-05-24 21:45:40.673092,31561,1.20396,5.7,97.9,0.007,1006.1,0,77.887,1.11645,0.51372,77.892,77.9,-0.01
2022-05-24 21:46:13.673181,31563,1.20403,5.7,98.3,0.00701,1006.1,0,77.854,1.11649,0.51377,77.925,77.933,-0.08
2022-05-24 21:46:46.673252,31562,1.20399,5.6,99.0,0.00705,1006.1,0,77.804,1.11667,0.51487,77.667,77.675,0.13
2022-05-24 21:47:19.673357,31562,1.20399,5.6,99.6,0.00709,1006.1,0,77.81,1.11685,0.51586,77.424,77.432,0.38
2022-05-24 21:52:32.694073,31822,1.21391,5.9,100.0,0.00723,1006.2,0,89.412,1.11747,0.4922,90.301,90.31,-0.9
2022-05-24 21:53:04.694161,31825,1.21403,5.9,100.0,0.00724,1006.2,0,89.426,1.11752,0.49212,90.406,90.416,-0.99
2022-05-24 21:53:36.694247,31840,1.2146,5.9,100.0,0.00724,1006.2,0,89.389,1.11752,0.49065,91.243,91.253,-1.86
2022-05-24 21:54:08.694330,31834,1.21437,5.9,100.0,0.00724,1006.2,0,89.305,1.11752,0.49124,90.905,90.915,-1.61
2022-05-24 21:54:40.694402,31831,1.21426,5.9,100.0,0.00723,1006.2,0,89.264,1.11747,0.49129,90.814,90.824,-1.56
2022-05-24 21:55:12.694474,31832,1.21429,5.9,100.0,0.00723,1006.2,0,89.234,1.11747,0.49121,90.858,90.868,-1.63
2022-05-24 21:55:44.694549,31828,1.21414,5.9,100.0,0.00724,1006.2,0,89.162,1.11752,0.49184,90.568,90.577,-1.41
