timestamp,ADC,V,T,rH,aH,P,fanSpeed,CH4Ref,V0,Rs/R0,CH4,CH4LR,variance
2022-05-23 13:32:04.081605,28909,1.10279,9.5,74.2,0.00677,1002.4,0,2.028,1.11834,1.19739,1.29,1.213,0.82
2022-05-23 13:32:39.081675,28918,1.10313,9.5,75.9,0.00694,1002.4,0,2.027,1.11834,1.19225,1.316,1.239,0.79
2022-05-23 13:33:14.081768,28930,1.10359,9.6,77.4,0.00712,1002.4,0,2.028,1.1187,1.18988,1.356,1.279,0.75
2022-05-23 13:33:49.081832,28940,1.10397,9.7,78.4,0.00726,1002.4,0,2.028,1.11907,1.18876,1.39,1.313,0.72
2022-05-23 13:34:24.081901,28951,1.10439,9.8,79.1,0.00737,1002.3,0,2.028,1.11943,1.18708,1.443,1.367,0.66
2022-05-23 13:42:34.307187,29078,1.10924,11.2,79.9,0.0081,1002.2,0,2.111,1.12473,1.18168,2.175,2.105,0.01
2022-05-23 13:48:00.359697,29107,1.11034,11.3,78.1,0.00797,1002.1,0,2.204,1.12512,1.17116,2.484,2.416,-0.21
2022-05-23 13:48:32.359767,29104,1.11023,11.3,77.5,0.00791,1002.2,0,2.203,1.12512,1.17266,2.476,2.408,-0.21
2022-05-23 13:52:52.027168,29128,1.11115,11.0,78.5,0.00788,1002.1,0,2.44,1.12395,1.14684,2.802,2.736,-0.3
2022-05-23 13:53:26.027249,29127,1.11111,11.0,78.3,0.00785,1002.1,0,2.44,1.12395,1.14737,2.802,2.736,-0.3
2022-05-23 13:58:00.731416,29131,1.11126,10.6,77.0,0.00753,1002.2,0,2.655,1.12241,1.1278,3.054,2.99,-0.34
2022-05-23 13:58:30.731495,29127,1.11111,10.5,76.7,0.00748,1002.2,0,2.654,1.12203,1.12539,3.052,2.988,-0.33
2022-05-23 14:02:08.064942,29127,1.11111,10.2,77.7,0.00739,1002.2,0,2.86,1.12091,1.11245,3.147,3.083,-0.22
2022-05-23 14:02:45.065019,29121,1.11088,10.1,77.4,0.00735,1002.3,0,2.856,1.12053,1.11112,3.116,3.052,-0.2
2022-05-23 14:03:22.065098,29120,1.11084,10.1,77.2,0.0073,1002.3,0,2.853,1.12053,1.11163,3.125,3.061,-0.21
2022-05-23 14:10:07.211461,29099,1.11004,9.1,80.1,0.00712,1002.2,0,3.032,1.11692,1.07997,3.106,3.042,-0.01
2022-05-23 14:14:12.054345,29119,1.1108,9.2,84.9,0.00758,1002.3,0,3.256,1.11727,1.07457,3.105,3.04,0.22
2022-05-23 14:14:50.054423,29115,1.11065,9.2,85.2,0.00765,1002.3,0,3.251,1.11727,1.07643,3.029,2.965,0.29
2022-05-23 14:15:28.054501,29113,1.11057,9.3,85.6,0.0077,1002.3,0,3.244,1.11763,1.08152,2.977,2.912,0.33
2022-05-23 14:19:39.053447,29168,1.11267,9.7,88.7,0.00819,1002.3,0,3.573,1.11907,1.07212,3.313,3.251,0.32
2022-05-23 14:20:22.053545,29174,1.1129,9.8,88.9,0.00825,1002.2,0,3.565,1.11943,1.07345,3.341,3.279,0.29
2022-05-23 14:24:05.136879,29217,1.11454,10.2,89.8,0.00855,1002.3,0,3.763,1.12091,1.07031,3.627,3.567,0.2
2022-05-23 14:24:35.137122,29220,1.11465,10.2,90.0,0.00859,1002.2,0,3.754,1.12091,1.06901,3.641,3.58,0.17
2022-05-23 14:25:05.137185,29212,1.11435,10.3,89.9,0.00862,1002.2,0,3.749,1.12128,1.07669,3.525,3.464,0.29
2022-05-23 14:25:35.137277,29214,1.11443,10.3,90.0,0.00865,1002.2,0,3.742,1.12128,1.07574,3.534,3.473,0.27
