timestamp,ADC,V,T,rH,aH,P,fanSpeed,CH4Ref,CH4,V0,Rs/R0,CH4LR,variance
2022-05-23 13:32:04.081605,28909,1.10279,9.5,74.2,0.00677,1002.4,0,2.028,2.071,1.11834,1.19739,1.991,0.04
2022-05-23 13:32:39.081675,28918,1.10313,9.5,75.9,0.00694,1002.4,0,2.027,2.204,1.11834,1.19225,2.124,-0.1
2022-05-23 13:33:14.081768,28930,1.10359,9.6,77.4,0.00712,1002.4,0,2.028,2.317,1.1187,1.18988,2.238,-0.21
2022-05-23 13:33:49.081832,28940,1.10397,9.7,78.4,0.00726,1002.4,0,2.028,2.399,1.11907,1.18876,2.32,-0.29
2022-05-23 13:34:24.081901,28951,1.10439,9.8,79.1,0.00737,1002.3,0,2.028,2.471,1.11943,1.18708,2.394,-0.37
2022-05-23 13:42:34.307187,29078,1.10924,11.2,79.9,0.0081,1002.2,0,2.111,2.904,1.12473,1.18168,2.829,-0.72
2022-05-23 13:48:00.359697,29107,1.11034,11.3,78.1,0.00797,1002.1,0,2.204,2.958,1.12512,1.17116,2.883,-0.68
2022-05-23 13:48:32.359767,29104,1.11023,11.3,77.5,0.00791,1002.2,0,2.203,2.909,1.12512,1.17266,2.834,-0.63
2022-05-23 13:52:52.027168,29128,1.11115,11.0,78.5,0.00788,1002.1,0,2.44,3.205,1.12395,1.14684,3.132,-0.69
2022-05-23 13:53:26.027249,29127,1.11111,11.0,78.3,0.00785,1002.1,0,2.44,3.181,1.12395,1.14737,3.108,-0.67
2022-05-23 13:58:00.731416,29131,1.11126,10.6,77.0,0.00753,1002.2,0,2.655,3.244,1.12241,1.1278,3.172,-0.52
2022-05-23 13:58:30.731495,29127,1.11111,10.5,76.7,0.00748,1002.2,0,2.654,3.246,1.12203,1.12539,3.173,-0.52
2022-05-23 14:02:08.064942,29127,1.11111,10.2,77.7,0.00739,1002.2,0,2.86,3.362,1.12091,1.11245,3.29,-0.43
2022-05-23 14:02:45.065019,29121,1.11088,10.1,77.4,0.00735,1002.3,0,2.856,3.355,1.12053,1.11112,3.283,-0.43
2022-05-23 14:03:22.065098,29120,1.11084,10.1,77.2,0.0073,1002.3,0,2.853,3.316,1.12053,1.11163,3.244,-0.39
2022-05-23 14:10:07.211461,29099,1.11004,9.1,80.1,0.00712,1002.2,0,3.032,3.643,1.11692,1.07997,3.573,-0.54
2022-05-23 14:14:12.054345,29119,1.1108,9.2,84.9,0.00758,1002.3,0,3.256,4.046,1.11727,1.07457,3.979,-0.72
2022-05-23 14:14:50.054423,29115,1.11065,9.2,85.2,0.00765,1002.3,0,3.251,4.065,1.11727,1.07643,3.998,-0.75
2022-05-23 14:15:28.054501,29113,1.11057,9.3,85.6,0.0077,1002.3,0,3.244,4.018,1.11763,1.08152,3.951,-0.71
2022-05-23 14:19:39.053447,29168,1.11267,9.7,88.7,0.00819,1002.3,0,3.573,4.517,1.11907,1.07212,4.453,-0.88
2022-05-23 14:20:22.053545,29174,1.1129,9.8,88.9,0.00825,1002.2,0,3.565,4.536,1.11943,1.07345,4.472,-0.91
2022-05-23 14:24:05.136879,29217,1.11454,10.2,89.8,0.00855,1002.3,0,3.763,4.804,1.12091,1.07031,4.743,-0.98
2022-05-23 14:24:35.137122,29220,1.11465,10.2,90.0,0.00859,1002.2,0,3.754,4.857,1.12091,1.06901,4.795,-1.04
2022-05-23 14:25:05.137185,29212,1.11435,10.3,89.9,0.00862,1002.2,0,3.749,4.737,1.12128,1.07669,4.675,-0.93
2022-05-23 14:25:35.137277,29214,1.11443,10.3,90.0,0.00865,1002.2,0,3.742,4.775,1.12128,1.07574,4.713,-0.97
2022-05-23 14:29:43.939867,29271,1.1166,10.7,92.3,0.00911,1002.3,0,4.101,5.27,1.12279,1.06688,5.211,-1.11
2022-05-23 14:30:20.939941,29271,1.1166,10.8,92.5,0.00916,1002.3,0,4.101,5.224,1.12318,1.07101,5.165,-1.06
2022-05-23 14:34:23.006027,29325,1.11866,11.2,94.0,0.00955,1002.3,0,4.522,5.645,1.12473,1.06408,5.589,-1.07
2022-05-23 14:34:56.006091,29333,1.11897,11.2,94.1,0.00959,1002.2,0,4.52,5.747,1.12473,1.06061,5.692,-1.17
2022-05-23 14:35:29.006163,29343,1.11935,11.3,93.8,0.00959,1002.2,0,4.519,5.75,1.12512,1.06049,5.695,-1.18
2022-05-23 14:43:12.780061,29387,1.12103,11.6,92.5,0.00963,1002.2,0,5.102,5.913,1.12631,1.05437,5.859,-0.76
2022-05-23 14:43:45.780130,29390,1.12114,11.6,92.0,0.00959,1002.2,0,5.099,5.909,1.12631,1.05317,5.855,-0.76
2022-05-23 14:44:18.780228,29386,1.12099,11.6,91.4,0.00952,1002.2,0,5.097,5.821,1.12631,1.0548,5.767,-0.67
2022-05-23 14:44:51.780369,29394,1.12129,11.6,91.0,0.00947,1002.1,0,5.098,5.855,1.12631,1.05155,5.801,-0.7
2022-05-23 14:45:24.780377,29396,1.12137,11.6,90.3,0.0094,1002.2,0,5.095,5.821,1.12631,1.05068,5.766,-0.67
2022-05-23 14:49:05.765940,29417,1.12217,11.3,91.2,0.0093,1002.1,0,5.517,6.212,1.12512,1.03003,6.16,-0.64
2022-05-23 14:49:43.766013,29418,1.12221,11.3,91.2,0.00933,1002.1,0,5.515,6.246,1.12512,1.02961,6.194,-0.68
