timestamp,ADC,V,T,rH,aH,P,fanSpeed,CH4Ref,CH4,V0,Rs/R0,CH4LR,variance
2022-05-23 13:32:04.081605,28909,1.10279,9.5,74.2,0.00677,1002.4,0,2.028,0.137,1.11834,1.19739,-0.134,2.16
2022-05-23 13:32:39.081675,28918,1.10313,9.5,75.9,0.00694,1002.4,0,2.027,0.306,1.11834,1.19225,0.038,1.99
2022-05-23 13:33:14.081768,28930,1.10359,9.6,77.4,0.00712,1002.4,0,2.028,0.449,1.1187,1.18988,0.183,1.84
2022-05-23 13:33:49.081832,28940,1.10397,9.7,78.4,0.00726,1002.4,0,2.028,0.552,1.11907,1.18876,0.288,1.74
2022-05-23 13:34:24.081901,28951,1.10439,9.8,79.1,0.00737,1002.3,0,2.028,0.644,1.11943,1.18708,0.381,1.65
2022-05-23 13:42:34.307187,29078,1.10924,11.2,79.9,0.0081,1002.2,0,2.111,1.185,1.12473,1.18168,0.931,1.18
2022-05-23 13:48:00.359697,29107,1.11034,11.3,78.1,0.00797,1002.1,0,2.204,1.258,1.12512,1.17116,1.005,1.2
2022-05-23 13:48:32.359767,29104,1.11023,11.3,77.5,0.00791,1002.2,0,2.203,1.196,1.12512,1.17266,0.942,1.26
2022-05-23 13:52:52.027168,29128,1.11115,11.0,78.5,0.00788,1002.1,0,2.44,1.577,1.12395,1.14684,1.329,1.11
2022-05-23 13:53:26.027249,29127,1.11111,11.0,78.3,0.00785,1002.1,0,2.44,1.548,1.12395,1.14737,1.299,1.14
2022-05-23 13:58:00.731416,29131,1.11126,10.6,77.0,0.00753,1002.2,0,2.655,1.639,1.12241,1.1278,1.392,1.26
2022-05-23 13:58:30.731495,29127,1.11111,10.5,76.7,0.00748,1002.2,0,2.654,1.643,1.12203,1.12539,1.396,1.26
2022-05-23 14:02:08.064942,29127,1.11111,10.2,77.7,0.00739,1002.2,0,2.86,1.795,1.12091,1.11245,1.55,1.31
2022-05-23 14:02:45.065019,29121,1.11088,10.1,77.4,0.00735,1002.3,0,2.856,1.788,1.12053,1.11112,1.543,1.31
2022-05-23 14:03:22.065098,29120,1.11084,10.1,77.2,0.0073,1002.3,0,2.853,1.741,1.12053,1.11163,1.495,1.36
2022-05-23 14:10:07.211461,29099,1.11004,9.1,80.1,0.00712,1002.2,0,3.032,2.165,1.11692,1.07997,1.926,1.11
2022-05-23 14:14:12.054345,29119,1.1108,9.2,84.9,0.00758,1002.3,0,3.256,2.655,1.11727,1.07457,2.424,0.83
2022-05-23 14:14:50.054423,29115,1.11065,9.2,85.2,0.00765,1002.3,0,3.251,2.676,1.11727,1.07643,2.445,0.81
2022-05-23 14:15:28.054501,29113,1.11057,9.3,85.6,0.0077,1002.3,0,3.244,2.615,1.11763,1.08152,2.384,0.86
2022-05-23 14:19:39.053447,29168,1.11267,9.7,88.7,0.00819,1002.3,0,3.573,3.221,1.11907,1.07212,2.999,0.57
2022-05-23 14:20:22.053545,29174,1.1129,9.8,88.9,0.00825,1002.2,0,3.565,3.243,1.11943,1.07345,3.022,0.54
2022-05-23 14:24:05.136879,29217,1.11454,10.2,89.8,0.00855,1002.3,0,3.763,3.567,1.12091,1.07031,3.351,0.41
2022-05-23 14:24:35.137122,29220,1.11465,10.2,90.0,0.00859,1002.2,0,3.754,3.631,1.12091,1.06901,3.416,0.34
2022-05-23 14:25:05.137185,29212,1.11435,10.3,89.9,0.00862,1002.2,0,3.749,3.483,1.12128,1.07669,3.265,0.48
2022-05-23 14:25:35.137277,29214,1.11443,10.3,90.0,0.00865,1002.2,0,3.742,3.529,1.12128,1.07574,3.312,0.43
2022-05-23 14:29:43.939867,29271,1.1166,10.7,92.3,0.00911,1002.3,0,4.101,4.127,1.12279,1.06688,3.919,0.18
2022-05-23 14:30:20.939941,29271,1.1166,10.8,92.5,0.00916,1002.3,0,4.101,4.07,1.12318,1.07101,3.861,0.24
2022-05-23 14:34:23.006027,29325,1.11866,11.2,94.0,0.00955,1002.3,0,4.522,4.576,1.12473,1.06408,4.376,0.15
2022-05-23 14:34:56.006091,29333,1.11897,11.2,94.1,0.00959,1002.2,0,4.52,4.7,1.12473,1.06061,4.502,0.02
2022-05-23 14:35:29.006163,29343,1.11935,11.3,93.8,0.00959,1002.2,0,4.519,4.703,1.12512,1.06049,4.505,0.01
2022-05-23 14:43:12.780061,29387,1.12103,11.6,92.5,0.00963,1002.2,0,5.102,4.899,1.12631,1.05437,4.705,0.4
2022-05-23 14:43:45.780130,29390,1.12114,11.6,92.0,0.00959,1002.2,0,5.099,4.896,1.12631,1.05317,4.701,0.4
2022-05-23 14:44:18.780228,29386,1.12099,11.6,91.4,0.00952,1002.2,0,5.097,4.79,1.12631,1.0548,4.594,0.5
2022-05-23 14:44:51.780369,29394,1.12129,11.6,91.0,0.00947,1002.1,0,5.098,4.832,1.12631,1.05155,4.636,0.46
2022-05-23 14:45:24.780377,29396,1.12137,11.6,90.3,0.0094,1002.2,0,5.095,4.792,1.12631,1.05068,4.595,0.5
2022-05-23 14:49:05.765940,29417,1.12217,11.3,91.2,0.0093,1002.1,0,5.517,5.264,1.12512,1.03003,5.075,0.44
2022-05-23 14:49:43.766013,29418,1.12221,11.3,91.2,0.00933,1002.1,0,5.515,5.305,1.12512,1.02961,5.116,0.4
2022-05-23 14:50:21.766089,29413,1.12202,11.3,90.8,0.00928,1002.1,0,5.514,5.201,1.12512,1.03161,5.011,0.5
2022-05-23 14:54:14.755178,29420,1.12228,11.0,89.7,0.00899,1002.2,0,6.02,5.338,1.12395,1.01697,5.15,0.87
2022-05-23 14:54:46.755263,29421,1.12232,11.0,89.8,0.009,1002.1,0,6.017,5.36,1.12395,1.01655,5.172,0.85
2022-05-23 14:55:18.755344,29420,1.12228,11.0,89.5,0.00896,1002.1,0,6.016,5.308,1.12395,1.01697,5.12,0.9
2022-05-23 14:55:50.755408,29418,1.12221,10.9,89.0,0.00889,1002.1,0,6.014,5.332,1.12356,1.01375,5.144,0.87
2022-05-23 14:59:02.840196,29434,1.12282,10.7,89.7,0.00884,1002.2,0,6.621,5.697,1.12279,0.99973,5.515,1.11
2022-05-23 14:59:32.840272,29426,1.12251,10.7,89.7,0.00885,1002.2,0,6.619,5.612,1.12279,1.00287,5.429,1.19
2022-05-23 15:00:02.840335,29434,1.12282,10.7,89.9,0.00884,1002.2,0,6.614,5.697,1.12279,0.99973,5.515,1.1
2022-05-23 15:00:32.840417,29428,1.12259,10.7,89.5,0.0088,1002.2,0,6.615,5.585,1.12279,1.00206,5.401,1.21
2022-05-23 15:04:03.026771,29441,1.12309,10.3,87.9,0.00845,1002.3,0,7.035,5.838,1.12128,0.98173,5.658,1.38
2022-05-23 15:04:42.026885,29436,1.12289,10.3,87.5,0.00838,1002.4,0,7.031,5.7,1.12128,0.98371,5.518,1.51
2022-05-23 15:05:21.026949,29431,1.1227,10.2,87.5,0.00833,1002.4,0,7.025,5.704,1.12091,0.98182,5.523,1.5
2022-05-23 15:09:54.985351,29457,1.1237,9.8,91.7,0.00852,1002.3,0,7.643,6.729,1.11943,0.95717,6.564,1.08
