timestamp,ADC,V,T,rH,aH,P,fanSpeed,CH4Ref,V0,Rs/R0,CH4,CH4LR,variance
2022-05-27 13:58:08.217384,28903,1.10256,6.2,98.2,0.00725,986.1,0,2.147,1.11756,1.19097,0.319,0.317,1.83
2022-05-27 13:58:45.217456,28902,1.10252,6.2,98.4,0.00728,986.1,0,2.147,1.1177,1.19328,0.289,0.287,1.86
2022-05-27 13:59:22.217560,28904,1.1026,6.2,98.2,0.00727,986.1,0,2.148,1.11765,1.1915,0.318,0.316,1.83
2022-05-27 14:02:35.151866,28910,1.10283,6.2,97.5,0.00717,986.1,0,2.2,1.11721,1.18236,0.446,0.444,1.76
2022-05-27 14:03:13.151945,28908,1.10275,6.1,97.0,0.00712,986.1,0,2.2,1.11698,1.18073,0.454,0.452,1.75
2022-05-27 14:03:51.152027,28907,1.10271,6.1,96.5,0.00707,986.1,0,2.2,1.11676,1.17851,0.474,0.471,1.73
2022-05-27 14:07:56.907553,28950,1.10435,6.1,98.8,0.00722,986.2,0,3.101,1.11743,1.16277,0.863,0.861,2.24
2022-05-27 14:08:27.907630,28954,1.10451,6.1,98.2,0.00719,986.2,0,3.113,1.11729,1.1588,0.931,0.929,2.18
2022-05-27 14:08:58.907680,28952,1.10443,6.1,97.7,0.00714,986.2,0,3.13,1.11707,1.15718,0.94,0.937,2.19
2022-05-27 14:12:22.152738,29008,1.10657,5.9,96.1,0.00694,986.2,0,4.396,1.11618,1.11642,1.746,1.744,2.65
2022-05-27 14:12:55.152780,29005,1.10645,5.8,96.1,0.00694,986.2,0,4.397,1.11618,1.11804,1.707,1.705,2.69
2022-05-27 14:13:28.152857,29006,1.10649,5.8,96.6,0.00695,986.2,0,4.396,1.11623,1.11804,1.713,1.711,2.68
2022-05-27 14:16:53.167841,29062,1.10863,5.9,98.9,0.00714,986.2,0,5.511,1.11707,1.09975,2.271,2.269,3.24
2022-05-27 14:17:26.167905,29061,1.10859,5.8,98.4,0.00709,986.2,0,5.507,1.11685,1.09764,2.296,2.294,3.21
2022-05-27 14:17:59.168019,29062,1.10863,5.8,97.9,0.00705,986.2,0,5.507,1.11667,1.09502,2.34,2.338,3.17
2022-05-27 14:21:19.315620,29112,1.11053,5.6,96.9,0.00687,986.2,0,6.787,1.11587,1.06174,3.137,3.135,3.65
2022-05-27 14:21:53.315683,29109,1.11042,5.5,97.5,0.00689,986.2,0,6.787,1.11596,1.06412,3.081,3.079,3.71
2022-05-27 14:22:27.315759,29111,1.1105,5.5,98.3,0.00694,986.2,0,6.784,1.11618,1.0657,3.068,3.066,3.72
2022-05-27 14:26:17.085002,29185,1.11332,5.7,100.0,0.00714,986.3,0,8.15,1.11707,1.04201,3.909,3.907,4.24
2022-05-27 14:26:54.085105,29187,1.1134,5.7,100.0,0.00714,986.3,0,8.149,1.11707,1.04107,3.938,3.936,4.21
2022-05-27 14:30:29.909467,29287,1.11721,5.6,97.5,0.00693,986.3,0,10.328,1.11614,0.9885,5.606,5.604,4.72
2022-05-27 14:30:59.909516,29282,1.11702,5.6,97.5,0.0069,986.4,0,10.324,1.11601,0.98909,5.56,5.558,4.77
2022-05-27 14:31:29.909604,29283,1.11706,5.5,97.7,0.0069,986.4,0,10.317,1.11601,0.98867,5.576,5.574,4.74
2022-05-27 14:35:08.062927,30212,1.1525,5.6,99.9,0.00707,986.4,0,37.387,1.11676,0.72187,24.975,24.976,12.41
2022-05-27 14:35:50.063014,30222,1.15288,5.6,99.4,0.00703,986.4,0,37.378,1.11658,0.71836,25.351,25.352,12.03
2022-05-27 14:39:39.962624,30799,1.17489,5.4,97.2,0.00683,986.3,0,60.839,1.1157,0.6077,44.813,44.816,16.02
2022-05-27 14:40:21.962725,30806,1.17516,5.4,97.3,0.00681,986.3,0,60.771,1.11561,0.60602,45.162,45.165,15.61
2022-05-27 14:44:44.810258,31223,1.19106,5.5,100.0,0.00704,986.3,0,78.896,1.11663,0.55445,61.295,61.301,17.6
2022-05-27 15:06:33.581979,29176,1.11298,10.9,100.0,0.00997,986.1,0,2.09,1.12999,1.1912,1.576,1.573,0.52
2022-05-27 15:07:06.582036,29178,1.11305,10.8,99.6,0.00989,986.1,0,2.09,1.12962,1.18608,1.652,1.649,0.44
2022-05-27 15:07:39.582110,29171,1.11279,10.7,99.2,0.0098,986.1,0,2.092,1.1292,1.18483,1.637,1.635,0.46
2022-05-27 15:11:47.349126,29203,1.11401,10.2,99.4,0.00947,986.2,0,3.168,1.12767,1.15174,2.244,2.242,0.93
